category,over_represented_pvalue,numDEInCat,numInCat,FDR
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,0.3330280944897245,5,272,0.6457715170714395
GO_DENDRITIC_CELL_DIFFERENTIATION,0.33378051027857564,1,28,0.6461584877268538
GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH,0.3339762994276912,1,34,0.6461584877268538
GO_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY,0.3339984230794871,1,28,0.6461584877268538
GO_BASEMENT_MEMBRANE_ORGANIZATION,0.33432177806167435,1,30,0.6462869114720299
GO_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,0.3350358222288857,4,215,0.6465731380677675
GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.3351106971403504,10,607,0.6465731380677675
GO_RENAL_WATER_HOMEOSTASIS,0.33524110220292996,1,31,0.6465731380677675
GO_NEURON_DEVELOPMENT,0.3358267501206641,15,991,0.6472063421865673
GO_REGULATION_OF_PROTEOLYSIS,0.3377908883308106,9,535,0.6504931731638505
GO_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT,0.33855910664582356,1,29,0.6508915111945677
GO_CELLULAR_COMPONENT_MORPHOGENESIS,0.3386987422147364,11,710,0.6508915111945677
GO_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,0.33917777726120524,3,143,0.6508915111945677
GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY,0.3392447547776871,1,30,0.6508915111945677
GO_ENDOSOMAL_TRANSPORT,0.33929175792289396,4,215,0.6508915111945677
GO_CELLULAR_RESPONSE_TO_STARVATION,0.33958197378723864,3,150,0.6509517256668484
GO_MONOCYTE_CHEMOTAXIS,0.3402537197342732,1,29,0.6517426543272636
GO_FEMALE_SEX_DIFFERENTIATION,0.3405385881406835,2,89,0.6517918943484162
GO_RESPONSE_TO_INTERLEUKIN_4,0.34133811275803116,1,29,0.6528253639440672
GO_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY,0.342297946767508,1,28,0.6539368718721766
GO_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.3424393082527462,2,88,0.6539368718721766
GO_POSITIVE_REGULATION_OF_BLOOD_PRESSURE,0.3427099510740892,1,28,0.6539571524668697
GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,0.34343560737054446,9,567,0.6541433420290435
GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,0.34383362382856864,3,148,0.6541433420290435
GO_KERATAN_SULFATE_METABOLIC_PROCESS,0.34401986922749683,1,29,0.6541433420290435
GO_PHAGOCYTOSIS,0.3440716650482539,4,219,0.6541433420290435
GO_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION,0.34414044004229943,1,30,0.6541433420290435
GO_ENDOCRINE_HORMONE_SECRETION,0.3445623572785476,1,30,0.6541433420290435
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,0.3446282020630149,2,86,0.6541433420290435
GO_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,0.34574531068229997,1,30,0.6551881642371306
GO_CERAMIDE_METABOLIC_PROCESS,0.3457732479469743,2,86,0.6551881642371306
GO_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS,0.3459601916926081,1,30,0.6551881642371306
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL,0.34670472259937174,1,33,0.6557792154286068
GO_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,0.3467937799284482,5,299,0.6557792154286068
GO_ENERGY_HOMEOSTASIS,0.3484378532600146,1,32,0.6583930886167818
GO_MATING,0.3490386145780964,1,30,0.6589314271305288
GO_REGULATION_OF_RUFFLE_ASSEMBLY,0.34944608716491177,1,30,0.6589314271305288
GO_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY,0.34950875697500017,1,34,0.6589314271305288
GO_REGULATION_OF_PLATELET_ACTIVATION,0.3501874112544966,1,31,0.6597163590300067
GO_DOPAMINE_METABOLIC_PROCESS,0.3511029273004615,1,31,0.660065991761882
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION,0.35143511681881334,1,31,0.660065991761882
GO_CHANNEL_INHIBITOR_ACTIVITY,0.35177868539500184,1,30,0.660065991761882
GO_REGULATION_OF_TORC1_SIGNALING,0.3518182376960593,1,32,0.660065991761882
GO_SPINAL_CORD_DEVELOPMENT,0.35192994355114515,2,92,0.660065991761882
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.35194771171080863,1,30,0.660065991761882
GO_HYALURONAN_METABOLIC_PROCESS,0.3524154464384639,1,31,0.6604507062539021
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION,0.35319767126353113,1,33,0.661018409385489
GO_AUTOPHAGOSOME_ORGANIZATION,0.3533738497988287,2,88,0.661018409385489
GO_SODIUM_CHANNEL_ACTIVITY,0.3535068630709673,1,33,0.661018409385489
GO_MUSCLE_FILAMENT_SLIDING,0.35469724464327645,1,32,0.6621254770752367
GO_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS,0.35482578252157915,1,33,0.6621254770752367
GO_RESPONSE_TO_PROGESTERONE,0.35488872488962986,1,32,0.6621254770752367
GO_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS,0.3551812395806735,1,31,0.6621799981804254
GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY,0.3564856448817564,1,32,0.6638774409948985
GO_REGULATION_OF_SYNAPTIC_PLASTICITY,0.35665011396394297,3,158,0.6638774409948985
GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,0.35688361837976257,12,767,0.6638774409948985
GO_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS,0.3582135375552187,1,31,0.6654891946878716
GO_SKELETAL_MUSCLE_CONTRACTION,0.35827927220969313,1,33,0.6654891946878716
GO_AMINE_BIOSYNTHETIC_PROCESS,0.358676626629689,1,30,0.6657355837444043
GO_DENDRITIC_SPINE_DEVELOPMENT,0.3591903546355544,2,100,0.6659352195888231
GO_VASODILATION,0.35931375466482424,1,31,0.6659352195888231
GO_CLATHRIN_COATED_VESICLE_MEMBRANE,0.359674533914604,2,91,0.6661129991128344
GO_STEROID_BIOSYNTHETIC_PROCESS,0.36016053572986967,3,151,0.6665222570718339
GO_MUSCLE_STRUCTURE_DEVELOPMENT,0.36160568537858095,8,495,0.6686719080951051
GO_POSITIVE_REGULATION_OF_BINDING,0.36190490008418474,3,153,0.6686719080951051
GO_HEAD_MORPHOGENESIS,0.36226501645558395,1,35,0.6686719080951051
GO_POSITIVE_REGULATION_OF_RNA_SPLICING,0.3623856106296733,1,31,0.6686719080951051
GO_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS,0.3631086284741841,2,91,0.6695148098332647
GO_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.3639210671035867,1,32,0.6705212335278539
GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,0.36431621096858735,3,156,0.670537665124885
GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY,0.3647571663170386,1,33,0.670537665124885
GO_REGULATION_OF_TRANSPORT,0.3648162427564024,21,1389,0.670537665124885
GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING,0.36499644674193543,5,281,0.670537665124885
GO_CELLULAR_RESPONSE_TO_AMYLOID_BETA,0.3653345664153571,1,34,0.6706689303172432
GO_ENDOPLASMIC_RETICULUM_LUMEN,0.3656652702440123,4,228,0.6707864001923347
GO_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,0.36630635446239695,1,35,0.6709951249134769
GO_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,0.3665940847406538,1,33,0.6709951249134769
GO_KERATINOCYTE_DIFFERENTIATION,0.3666530893897484,2,94,0.6709951249134769
GO_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,0.366846241254883,1,34,0.6709951249134769
GO_REGULATION_OF_STEROID_METABOLIC_PROCESS,0.36761464278728584,2,92,0.6716063628259559
GO_AMINOPEPTIDASE_ACTIVITY,0.367714497658585,1,33,0.6716063628259559
GO_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS,0.36910632442790714,1,32,0.6736592205632703
GO_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS,0.3703098344989124,1,33,0.6748090767619862
GO_CYSTEINE_TYPE_ENDOPEPTIDASE_REGULATOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,0.37033372730326725,1,32,0.6748090767619862
GO_FEAR_RESPONSE,0.37054128628560756,1,33,0.6748090767619862
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING,0.371228161508988,6,369,0.6755707859588314
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,0.37154359478561294,1,33,0.6756011790271442
GO_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,0.3717821199894901,1,33,0.6756011790271442
GO_CORNIFICATION,0.37277080404007157,1,33,0.676908716361574
GO_INTRACILIARY_TRANSPORT_INVOLVED_IN_CILIUM_ASSEMBLY,0.373420179783567,1,33,0.677085300042252
GO_O_GLYCAN_PROCESSING,0.3738618633490779,1,32,0.677085300042252
GO_PROTEIN_HETERODIMERIZATION_ACTIVITY,0.3738959193385007,4,220,0.677085300042252
GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT,0.3739449231644883,1,34,0.677085300042252
GO_ACTIN_MEDIATED_CELL_CONTRACTION,0.37520914850672465,2,96,0.6785356305141863
GO_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION,0.37585677648104715,10,634,0.6785356305141863
GO_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,0.3758734486208406,2,98,0.6785356305141863
GO_MACROPHAGE_DIFFERENTIATION,0.37596021607592733,1,35,0.6785356305141863
GO_RESPONSE_TO_PH,0.3762258251895117,1,34,0.6785356305141863
GO_POLYSOMAL_RIBOSOME,0.3763646936649264,1,30,0.6785356305141863
GO_ERK1_AND_ERK2_CASCADE,0.37811074242960074,4,225,0.68058302168367
GO_INTEGRAL_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE,0.3782708483633615,1,34,0.68058302168367
GO_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,0.3785857271156875,4,235,0.68058302168367
GO_POTASSIUM_CHANNEL_REGULATOR_ACTIVITY,0.3788273676609152,1,34,0.68058302168367
GO_POSTSYNAPTIC_MEMBRANE_ORGANIZATION,0.37885337191138685,1,35,0.68058302168367
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,0.37975563746897184,1,37,0.6810986708951988
GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,0.38001972825885477,3,162,0.6810986708951988
GO_MODULATION_BY_SYMBIONT_OF_HOST_PROCESS,0.38015293027880004,1,33,0.6810986708951988
GO_SPHINGOLIPID_BIOSYNTHETIC_PROCESS,0.3802236715454709,2,94,0.6810986708951988
GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION,0.38061574310157953,12,767,0.6813157251960658
GO_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS,0.38142323498214287,2,97,0.6822755590185556
GO_CEREBRAL_CORTEX_DEVELOPMENT,0.3827208369903432,2,96,0.6837276522641448
GO_MEMBRANE_REPOLARIZATION,0.3830763143991128,1,35,0.6837276522641448
GO_PROSTATE_GLAND_DEVELOPMENT,0.3834268953343046,1,36,0.6837276522641448
GO_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,0.38347320177003036,1,36,0.6837276522641448
GO_ATPASE_COMPLEX,0.3837878303453346,2,96,0.6837276522641448
GO_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,0.3838661809133091,1,35,0.6837276522641448
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,0.3841533423416225,1,33,0.6837548874658037
GO_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,0.3850102316884183,3,159,0.684795426235058
GO_REGULATION_OF_CYTOSKELETON_ORGANIZATION,0.3855864422668372,7,436,0.6853356200007742
GO_CILIUM_MOVEMENT,0.38632156289423536,2,96,0.6856313858857153
GO_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,0.3868296297005887,1,34,0.6856313858857153
GO_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY,0.387346642326029,1,34,0.6856313858857153
GO_ENDOPLASMIC_RETICULUM,0.3876107881831181,23,1527,0.6856313858857153
GO_CHLORIDE_CHANNEL_COMPLEX,0.38796643954606724,1,34,0.6856313858857153
GO_REGULATION_OF_VASCULAR_PERMEABILITY,0.3882347791801099,1,36,0.6856313858857153
GO_DIGESTIVE_TRACT_MORPHOGENESIS,0.3887181823451147,1,37,0.6856313858857153
GO_ENDOCRINE_PANCREAS_DEVELOPMENT,0.3891287088408408,1,35,0.6856313858857153
GO_CHOLESTEROL_EFFLUX,0.3893157504116602,1,37,0.6856313858857153
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT,0.3894815599980901,2,99,0.6856313858857153
GO_PROTEIN_DOMAIN_SPECIFIC_BINDING,0.3898885271114033,9,578,0.6856313858857153
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,0.39002858927633444,1,35,0.6856313858857153
GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION,0.39067005033483676,1,37,0.6856313858857153
GO_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION,0.39090102230525237,2,98,0.6856313858857153
GO_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,0.3910161432774563,1,35,0.6856313858857153
GO_PHOSPHOTYROSINE_RESIDUE_BINDING,0.39124247487059216,1,38,0.6856313858857153
GO_DETECTION_OF_CHEMICAL_STIMULUS,0.3912912091191515,1,35,0.6856313858857153
GO_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION,0.3917235779574164,1,34,0.6856313858857153
GO_EPIBOLY,0.39179870431698743,1,37,0.6856313858857153
GO_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION,0.391800923829792,1,35,0.6856313858857153
GO_UDP_GLYCOSYLTRANSFERASE_ACTIVITY,0.3918523060701371,2,98,0.6856313858857153
GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY,0.39235120936032525,1,37,0.6856313858857153
GO_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,0.39238881639192036,2,102,0.6856313858857153
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,0.39255959454997136,1,34,0.6856313858857153
GO_INTERMEMBRANE_LIPID_TRANSFER,0.39331100642686057,1,34,0.6856313858857153
GO_LIPID_TRANSFER_ACTIVITY,0.39331100642686057,1,34,0.6856313858857153
GO_RESPONSE_TO_INTERLEUKIN_1,0.39380833681841576,3,154,0.6856313858857153
GO_REGULATION_OF_B_CELL_PROLIFERATION,0.3938304405388491,1,38,0.6856313858857153
GO_ISOPRENOID_METABOLIC_PROCESS,0.39385050591723375,2,94,0.6856313858857153
GO_MICROTUBULE_DEPOLYMERIZATION,0.393931352924397,1,38,0.6856313858857153
GO_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION,0.3946935252939979,8,513,0.6861095264147954
GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.3947516837861666,2,100,0.6861095264147954
GO_PROTEIN_TARGETING_TO_VACUOLE,0.3950669792907815,1,38,0.6861833238372345
GO_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,0.3954440487656702,3,166,0.6863642392309597
GO_SYNAPTIC_VESICLE_MEMBRANE,0.39579292976202374,2,96,0.68649601265619975
GO_SPINDLE_ASSEMBLY,0.39645138461409246,2,100,0.6869507966239098
GO_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS,0.3969079231237463,4,231,0.6869507966239098
GO_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,0.3970984592326674,2,104,0.6869507966239098
GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY,0.39714769713366393,1,39,0.6869507966239098
GO_CELL_CELL_JUNCTION_ASSEMBLY,0.3974581980688358,2,105,0.687015373294242
GO_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,0.3981552305185382,1,35,0.6877475307377222
GO_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION,0.39875161988733965,1,40,0.6879963857058445
GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,0.39907906765160905,2,99,0.6879963857058445
GO_REGULATION_OF_BLOOD_CIRCULATION,0.3991199708726947,4,231,0.6879963857058445
GO_PROTEIN_IMPORT,0.40044983798764133,3,164,0.6898159880403547
GO_CHOLESTEROL_BINDING,0.4011638868392542,1,38,0.6905730153324602
GO_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,0.4024592695948012,1,36,0.6923290444807969
GO_GLUTAMATE_RECEPTOR_BINDING,0.4029996377600191,1,37,0.6927847498061847
GO_HINDBRAIN_MORPHOGENESIS,0.40340052679385974,1,39,0.6930002219170474
GO_POTASSIUM_ION_TRANSPORT,0.40426603845149783,3,169,0.6937442277767153
GO_IN_UTERO_EMBRYONIC_DEVELOPMENT,0.4043853033481768,5,301,0.6937442277767153
GO_HETEROTYPIC_CELL_CELL_ADHESION,0.4047071235915277,1,39,0.6938230510106967
GO_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION,0.4055567509429788,1,38,0.6948060140474058
GO_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.4059573245320514,1,38,0.6950188367584135
GO_RESPONSE_TO_AMYLOID_BETA,0.40657475080088074,1,39,0.6952923412530695
GO_EXTRACELLULAR_MATRIX_ASSEMBLY,0.40666999363151696,1,39,0.6952923412530695
GO_BRUSH_BORDER_MEMBRANE,0.4071581069214774,1,38,0.6956066929703522
GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING,0.407407021369912,2,106,0.6956066929703522
GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,0.40890554478815555,3,175,0.6971436088617344
GO_ALPHA_BETA_T_CELL_ACTIVATION,0.4089468005517811,2,101,0.6971436088617344
GO_NEGATIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY,0.40928676945849296,1,36,0.6971436088617344
GO_VENTRAL_SPINAL_CORD_DEVELOPMENT,0.40970239328722347,1,39,0.6971436088617344
GO_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,0.41020403125815297,1,39,0.6971436088617344
GO_REGULATION_OF_TRANSPORTER_ACTIVITY,0.41022279898589575,4,237,0.6971436088617344
GO_NEGATIVE_REGULATION_OF_TOR_SIGNALING,0.41032639013724825,1,38,0.6971436088617344
GO_INTERCALATED_DISC,0.4105247255364727,1,39,0.6971436088617344
GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY,0.411171916764218,1,38,0.6973834705602355
GO_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.41155276195629653,4,226,0.6973834705602355
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,0.41203225145714034,1,39,0.6973834705602355
GO_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,0.41207379302480607,1,38,0.6973834705602355
GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT,0.4121485577903335,13,883,0.6973834705602355
GO_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH,0.4123297100290538,1,38,0.6973834705602355
GO_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,0.4146070826091165,1,38,0.7002448026709971
GO_TORC1_SIGNALING,0.4149911445921618,1,40,0.7002448026709971
GO_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,0.4154787851045892,2,99,0.7002448026709971
GO_DETECTION_OF_MECHANICAL_STIMULUS,0.41554780057428264,1,42,0.7002448026709971
GO_ACTIN_FILAMENT,0.41570352826782875,2,104,0.7002448026709971
GO_PEPTIDASE_ACTIVATOR_ACTIVITY,0.41589324292092067,1,37,0.7002448026709971
GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,0.4159704712486957,1,38,0.7002448026709971
GO_POSITIVE_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT,0.41680729234063935,2,103,0.701097979204042
GO_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,0.41703482182475027,1,41,0.701097979204042
GO_LIPID_LOCALIZATION,0.4173864422569725,6,377,0.7012203756020614
GO_COLLAGEN_FIBRIL_ORGANIZATION,0.41769771084019475,1,43,0.7012748616576033
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS,0.41807074768926683,2,104,0.7014329088982695
GO_ENTRY_INTO_HOST,0.41903014988605447,2,104,0.7024809604312966
GO_HSP70_PROTEIN_BINDING,0.41925404437669034,1,37,0.7024809604312966
GO_TOR_SIGNALING,0.41974863457846207,2,104,0.7028414220804475
GO_MEMBRANE_BIOGENESIS,0.4204377868945728,1,40,0.7032714129852892
GO_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY,0.4205646938886183,1,40,0.7032714129852892
GO_REGULATION_OF_PEPTIDASE_ACTIVITY,0.42165469567553737,5,299,0.704625621012609
GO_POSITIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS,0.4227436877953015,1,41,0.7056315841730713
GO_DEFENSE_RESPONSE_TO_BACTERIUM,0.4229518376354401,2,103,0.7056315841730713
GO_CALCINEURIN_MEDIATED_SIGNALING,0.4233090066679869,1,41,0.7056315841730713
GO_BASOLATERAL_PLASMA_MEMBRANE,0.4233789505038427,3,176,0.7056315841730713
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,0.4249448688432288,25,1694,0.7071533798107145
GO_GLIAL_CELL_MIGRATION,0.42521013752594156,1,41,0.7071533798107145
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.4257284172028264,1,38,0.7071533798107145
GO_PHAGOSOME_MATURATION,0.4257501358678671,1,39,0.7071533798107145
GO_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT,0.4262284749479899,1,42,0.7071533798107145
GO_STEROID_HORMONE_BIOSYNTHETIC_PROCESS,0.4264172882256943,1,38,0.7071533798107145
GO_ACTION_POTENTIAL,0.4266269132547185,2,107,0.7071533798107145
GO_CELLULAR_MACROMOLECULE_LOCALIZATION,0.42745070830345955,25,1707,0.7071533798107145
GO_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION,0.427669722684579,1,40,0.7071533798107145
GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,0.4277701483958858,1,42,0.7071533798107145
GO_SULFUR_COMPOUND_CATABOLIC_PROCESS,0.42823394290858274,1,40,0.7071533798107145
GO_PEPTIDYL_THREONINE_MODIFICATION,0.428699642914113,2,111,0.7071533798107145
GO_NEGATIVE_REGULATION_OF_CELL_DEATH,0.4287479059505188,12,790,0.7071533798107145
GO_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,0.42934583337743043,1,40,0.7071533798107145
GO_CATECHOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.42941340700827857,1,40,0.7071533798107145
GO_ION_CHANNEL_BINDING,0.42944328962941514,2,105,0.7071533798107145
GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY,0.4297620292508559,1,40,0.7071533798107145
GO_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,0.4301001092110509,2,107,0.7071533798107145
GO_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION,0.4301093045760197,1,40,0.7071533798107145
GO_POSITIVE_REGULATION_OF_AUTOPHAGY,0.43014442319863955,2,107,0.7071533798107145
GO_REGULATION_OF_PROTEIN_PHOSPHORYLATION,0.43019668831427166,14,947,0.7071533798107145
GO_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION,0.4305800482422286,1,40,0.7073212418871359
GO_LIPID_HOMEOSTASIS,0.4319120969398845,2,106,0.7081914494719838
GO_POSITIVE_REGULATION_OF_ION_TRANSPORT,0.4319860098319289,8,524,0.7081914494719838
GO_CELL_REDOX_HOMEOSTASIS,0.43211773174516865,1,39,0.7081914494719838
GO_REGULATION_OF_CELL_MATRIX_ADHESION,0.4322361331767376,2,110,0.7081914494719838
GO_VIRION_ASSEMBLY,0.4328491605033607,1,39,0.7087341397564793
GO_ENDOMEMBRANE_SYSTEM_ORGANIZATION,0.4331582182355517,6,387,0.7087787370607759
GO_SUPRAMOLECULAR_POLYMER,0.4347078748365431,10,681,0.7101630585920293
GO_CONDENSED_CHROMOSOME,0.43483911524312374,3,175,0.7101630585920293
GO_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT,0.43519796881868295,1,43,0.7101630585920293
GO_TERTIARY_GRANULE_LUMEN,0.43526337081990546,1,38,0.7101630585920293
GO_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.43559205786699173,1,42,0.7101630585920293
GO_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING,0.43569844906858896,1,41,0.7101630585920293
GO_NEGATIVE_REGULATION_OF_ENDOCYTOSIS,0.4360025221476614,1,41,0.7101984088091764
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.4365106093458589,2,107,0.7102892792296482
GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,0.43675804154213005,18,1227,0.7102892792296482
GO_INTRACILIARY_TRANSPORT,0.43690557255199436,1,41,0.7102892792296482
GO_PHOSPHOLIPID_DEPHOSPHORYLATION,0.4374512715741071,1,41,0.7104621567851417
GO_NADP_BINDING,0.4375768909980853,1,41,0.7104621567851417
GO_RUFFLE_ASSEMBLY,0.43853541951545616,1,41,0.7113225982534038
GO_REGULATION_OF_PROTEIN_MATURATION,0.4386725049268506,1,41,0.7113225982534038
GO_O_ACYLTRANSFERASE_ACTIVITY,0.44005205326509766,1,41,0.7130275704734812
GO_ACTIN_FILAMENT_BINDING,0.44029098089276986,3,182,0.7130275704734812
GO_REGULATION_OF_VASOCONSTRICTION,0.4410025077230567,1,42,0.7130714522260365
GO_INTRACELLULAR_LIPID_TRANSPORT,0.4411209327055659,1,42,0.7130714522260365
GO_SODIUM_ION_TRANSPORT,0.44116865990604887,3,180,0.7130714522260365
GO_ORGANIC_ACID_BIOSYNTHETIC_PROCESS,0.44183601557540647,4,236,0.7136914445550079
GO_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS,0.4421368042239328,1,41,0.713718910541201
